City,Title,Description,latitude,longitude
Rishikesh,Vanprastha Ashram,"Located in the complex of the Swarg Ashram, Vanprastha Ashram is a quiet little spiritual escape that was founded by Baba Kali Kamli Wale. The ashram provides accommodation with modern amenities for a comfortable stay along with spiritual activities to calm the troubled soul. The ashram has a beautiful little garden with pathways, seats and lush green well-maintained lawns that offer a peaceful atmosphere for meditation and self-contemplation.",28.735936,77.113227
Rishikesh,Garudchatti Waterfall,"Garud Chatti Waterfalls is one of the most majestic and beautiful waterfalls in Rishikesh. Situated around 5 kms away from Lakshman Jhula, the waterfalls cascade down the Neelkanth Mahadev Temple. At the base of the trek to the waterfalls, there is also a revered Garud Temple.",-31.5409667,27.1533779
Rishikesh,Patna Waterfalls,"Located around 7 kms from Lakshman Jhula, Patna Waterfalls are right next to the Patna village in Rishikesh, Uttarakhand. The highlight of the waterfalls is also a limestone cave situated right next to it.",30.1245,78.3546
Rishikesh,Himshail Waterfalls,"Situated 4 kms away from Lakshman Jhula in Rishikesh, Himshail Waterfalls is one of the most calm and serene places in the city. It is popular for yoga and meditation practices because of the peaceful environment. There is also a Tat Baba Cave situated right next to it.",7.8745895,123.7628378
Rishikesh,Phool Chatti Waterfalls,"Phool Chatti Waterfalls are located in between Garudchatti and Neer Garh Waterfalls and are mostly hidden away from view in between dense trees and bushes. Located 7 kms from Lakshman Jhula, the region has several resorts where you stay to enjoy nature at its best.",7.8745895,123.7628378
Rishikesh,Rappelling and Rock Climbing,"Rappelling and Rock Climbing are two of the most popular and sought after activities in Rishikesh. Rappelling is basically roping down a cliff, instead of climbing up a rock. The expeditions are available and suitable for both amateurs and professionals. One of the most sought-after activities, these are two of the most thrilling things to do in Rishikesh.",,
Rishikesh,Mountain Biking,"When in Rishikesh, you have to try mountain biking as it is one of the most essential activities and things to do in Rishikesh. The hilly terrain with a backdrop of the mighty Himalayas and the serene Ganges makes the ride worthwhile. Other than just exploring the town in an exciting manner, you will also enjoy the cool fresh wind against your face. It is more than just a bike ride, it is an experience of its own.",9.58333,123.83333
Rishikesh,Kayaking in Rishikesh,"Kayaking or Canoeing is one of the most unique things to do in Rishikesh. The activity involves a person in a small boat or kayak to ride down the river. The activity requires a small training to ride through the rapids and tides, for the first timers. After that, you will be good to go on your own.",30.1077,78.287804
Rishikesh,"International Yoga Festival, Parmarth Niketan Ashram","In 2024, the International Yoga Festival will be held in Rishikesh. Indulge in a week-long rejuvenation ritual at the International Yoga Festival at Rishikesh in the Indian state of Uttarakhand. Held every year in the month of March, this week-long event is hosted at the Parmarth Niketan Ashram, Rishikesh and helps ensure health, wellness and peace. The festival is an international extravaganza with workshops, demonstrations, cultural shows, and much more.  Physical, mental and spiritual well-being is assured to a dedicated follower of this art.",20.78667,78.66679
Jaipur,Amer Fort,"Cradled on the top of a hill near Jaipur lies the Amer Fort, one of the most magnificent palaces in India. Also commonly known as the Amber Fort, this majestic building with its maze-like passages and serpentine staircases is an architectural masterpiece and with significant importance in Indian history.",26.9866699,75.851381
Jaipur,Jantar Mantar Jaipur,"Located near the City Palace in the regal city of Jaipur, Jantar Mantar is the largest stone astronomical observatory in the world. Owing to its rich cultural, heritage and scientific value, Jantar Mantar in Jaipur has also been featured on UNESCO's list of World Heritage Sites. This ancient study boasts of nineteen instruments built out of stone and brass and was built by Raja Sawai Jai Singh in 1727-33.",26.9242846,75.8248679
Jaipur,Hawa Mahal,"The massive edifice of Hawa Mahal stands at the intersection of the main road in Jaipur, Badi Chaupad and was built by Maharaja Sawai Pratap Singh in the year 1799. Hawa Mahal derives its name from its unique structure, which is a mesh of small windows that allowed cool wind to enter the palace and hence kept the palace comfortable during the hot summer months.",17.7075355,83.3118356
Jaipur,Chokhi Dhani Jaipur,"Chokhi Dhani is a luxury heritage resort synonymous with Rajasthani village culture. It is located a little on the outskirts of the city on Tonk Road. The concept of the village is to give you a tangible feel of rural Rajasthan. It is a true depiction of traditional Rajasthan with ancient artefacts, handicrafts, paintings, folklore and sculptures.",26.7577641,75.8545318
Jaipur,"City Palace, Jaipur","The magnificent City Palace in Jaipur is one of the most famous tourist attractions located in the old part of the city. Built by Maharaja Sawai Jai Singh during the years 1729 to 1732, the vast complex of the palace occupied one-seventh of the walled city. In fact, it was once the seat of the Maharaja of Jaipur.",26.9255,75.8236
Jaipur,Birla Temple,"The magnificent Birla Mandir in Jaipur is a Hindu temple that forms a part of one of the several Birla temples located all around the country. Also known as the Lakshmi Narayan Temple, the shrine is situated on the Moti Dungari Hill. The temple was built in the year 1988 by the Birlas when the Maharaja of Jaipur gave the land away for a token amount of one rupee.",22.5378592,88.3648221
Jaipur,Nahargarh Fort,"Nahargarh Fort, situated on the outskirts of Jaipur,  is known for breathtaking views of the city and for its extended wall that connects it to Jaigarh Fort. Embellished with delicate carvings and stonework, the Nahargarh Fort is an impregnable structure and together with its two neighbouring forts - Amer and Jaigarh once stood as the strong defence of Jaipur city.",24.921766,76.842752
Jaipur,Albert Hall Museum,"Situated in the Ram Niwas Garden of Jaipur, the Albert Hall Museum is the oldest museum in Rajasthan. Built in 1876, it was initially envisioned to be a concert hall and resembles the architecture of the Victoria and Albert Hall Museum in London, hence, the name. It is a standing example of the Indo-Saracenic architecture and is also known as Government Central Museum.",26.9119182,75.8195651
Jaipur,Masala Chowk,"Located in Ram Niwas Garden, this open-air food court offers 21 flavours of the Pink City under one roof (or sky). Masala Chowk brings the best Jaipur has to offer in street food and assembles it in one place. Initially, the place was meant to attract tourists, given its proximity to the famous Albert Hall Museum in the area. However, Masala Chowk has become the talk of the town amongst the locals too.",51.5711,-0.4112
Jaipur,Jaigarh Fort,"Jaigarh Fort is a grand structure perched on the top of the 'Cheel ka teela' hills designed by a talented architect called Vidhyadhar. The fort reflects the city's prosperous past and is named after the ruler who got it built, Sawai Jai Singh II. It is connected to Amer Fort through subterranean passages. The fort currently houses the world's largest cannon on wheels - 'Jaivana' and offers a magnificent view of Jaipur city.",26.981557,75.843973
Jaipur,Pink Pearl Resort and Fun City,"Situated in Bhakrota, on the outskirts of Jaipur, Pink Pearl Fun City Resort and Amusement Park is one of the most popular amusement parks in the city. Replete with a number of thrilling rides and adventure activities both for kids and for adults, the park is buzzing with activity all year round.",26.860567,75.668634
Jaipur,Galtaji Temple,"Located in the City Palace complex, Galtaji Temple is a prehistoric Hindu pilgrimage site. Outlined by the striking Aravalli hills, the vast temple complex consists of several shrines, holy kunds, pavilions and natural springs. The walls of this temple are beautifully adorned with carvings and paintings and it is designed to resemble a grand haveli.",26.917325,75.857392
Jaipur,Jal Mahal,"Sitting prettily right in the centre of the Man Sagar Lake on the outskirts of Jaipur, lies the splendid and tranquil Jal Mahal. A masterful creation, it is bordered by the Nahargarh Hills. This low rise symmetrical Palace was once a shooting lodge for the Maharajas and now fascinates many visitors from all over the world. Jal Mahal was constructed in the 1750s and was commissioned by Maharaja Madho Singh.",26.9613451,75.8491811
Jaipur,Gatore ki Chhatriyan,"Slightly outside of Jaipur, Gatore ki Chhatriyan is the crematorium grounds for the Kachwahas, a Rajput dynasty. It is set in a tranquil location and consists of a number of beautiful cenotaphs which mark the official cremation spots of the former rulers. The location was designed by Maharaja Jai Singh II, the founder of Jaipur.",26.942944,75.8247
Jaipur,Amrapali Museum,"Amrapali Museum is one of the underrated hidden gems of Jaipur that you cannot miss. It has an exclusive display of some of the gorgeous and valuable jewels of ancient days and different styles of Indian jewellery art. You may not be interested in going to a place fully loaded with only jewels but when you will enter the Museum, you will surely be mesmerized by their outstanding collection.",26.91511,75.80179
Jaipur,Pink City,"Pink City in Jaipur refers to the old walled city that was built in the year 1727 by Maharaja Jai Singh II. A number of important structures such as Badi Chaupar, Jantar Mantar and City Palace are situated in this part of the city along with Bapu Bazaar and Johri Bazaar. The city is known as 'Pink City' as it is built out of Sandstone and reflects the colour pink in the daytime.",22.6964557,75.9053329
